Episode,Total Rewards,Experience,Priority,Decay Rate,Exploration Rate,Convergence Speed
325,10.0,10,0.045581285432692305,4.408531331463226e-71,0.039163895098987066,10.0
326,14.0,14,0.03988844774326921,2.6739094168362048e-71,0.03877420783172201,14.0
327,14.0,14,0.0540200820419638,1.6218080426054863e-71,0.038388398017552054,14.0
328,19.0,19,0.05643438835491039,9.836763020087603e-72,0.038006427075174314,19.0
329,18.0,18,0.017515950234079217,5.96629836401057e-72,0.0376282568071762,18.0
330,10.0,10,0.038948864047488,3.6187428827657366e-72,0.03725384939621581,10.0
331,16.0,16,0.04815864771869523,2.194878508014299e-72,0.036883167401239994,16.0
332,11.0,11,0.07637054026239906,1.3312611094549933e-72,0.0365161737537404,11.0
333,16.0,16,0.05094241988251184,8.074506789675094e-73,0.03615283175404641,16.0
334,12.0,12,0.019151915538453006,4.8974359299957726e-73,0.0357931050676553,12.0
335,13.0,13,0.039337624680940486,2.970445045520691e-73,0.03543695772159864,13.0
336,21.0,21,0.04088559613489815,1.8016659930997877e-73,0.035084354100845025,21.0
337,32.0,32,0.053122613168573626,1.0927656633766312e-73,0.03473525894473856,32.0
338,17.0,17,0.033016136693481433,6.627958787191416e-74,0.03438963734347271,17.0
339,19.0,19,0.051950612205305634,4.020060215743355e-74,0.034047454734599344,19.0
340,12.0,12,0.06601050223837608,2.4382897747393286e-74,0.033708676899572396,12.0
341,13.0,13,0.015596031390829011,1.4788975056432133e-74,0.03337326996032608,13.0
342,9.0,9,0.028120649600434193,8.969966797451463e-75,0.03304120037588693,9.0
343,25.0,25,0.03606877281601645,5.440559879258653e-75,0.03271243493901982,25.0
344,13.0,13,0.015543308256845318,3.299866372772836e-75,0.03238694077290704,13.0
345,11.0,11,0.06480594658900622,2.001470128041443e-75,0.03206468532786077,11.0
346,12.0,12,0.02575016377823562,1.2139529971561053e-75,0.03174563637806794,12.0
347,16.0,16,0.026190247256570716,7.362997122252211e-76,0.03142976201836771,16.0
348,28.0,28,0.036196403722161354,4.465883502021855e-76,0.03111703066106086,28.0
349,20.0,20,0.03745570593486704,2.7086952666810816e-76,0.030807411032751076,20.0
350,14.0,14,0.03398304738586333,1.6429067270605638e-76,0.030500872171217483,14.0
351,16.0,16,0.008583853063604888,9.964733010103672e-77,0.0301973834223185,16.0
352,41.0,41,0.020126925115366866,6.0439160864784356e-77,0.029896914436926308,41.0
353,26.0,26,0.02678885261683282,3.665820411179563e-77,0.029599435167892,26.0
354,9.0,9,0.042120030932195344,2.2234324723807775e-77,0.029304915867040746,9.0
355,21.0,21,0.02076805883247319,1.3485799642996046e-77,0.029013327082197053,21.0
356,18.0,18,0.030540756269635923,8.179550954218788e-78,0.028724639654239423,18.0
357,30.0,30,0.0295406439364221,4.961148436415422e-78,0.028438824714184505,30.0
358,16.0,16,0.031868134046002514,3.0090886340713455e-78,0.028155853680300096,16.0
359,16.0,16,0.04101125854990402,1.8251045143570802e-78,0.027875698255247015,16.0
360,26.0,26,0.011150640320889351,1.1069818451375053e-78,0.027598330423249287,26.0
361,11.0,11,0.02843637955151687,6.714184288211594e-79,0.02732372244729256,11.0
362,14.0,14,0.04854462779429211,4.0723586257611754e-79,0.027051846866350416,14.0
363,14.0,14,0.012322276868993712,2.470010363869359e-79,0.026782676492638175,14.0
364,30.0,30,0.006986364324488088,1.4981370154947242e-79,0.02651618440889418,30.0
365,11.0,11,0.020422281566227135,9.086660323479307e-80,0.02625234396568796,11.0
366,10.0,10,0.014517705134244795,5.511338080584515e-80,0.025991128778755347,10.0
367,14.0,14,0.03001646891747979,3.3427955219162848e-80,0.02573251272635994,14.0
368,20.0,20,0.031961530869847286,2.027507973192321e-80,0.025476469946681016,20.0
369,11.0,11,0.04227754633776834,1.2297457485529627e-80,0.025222974835227212,11.0
370,15.0,15,0.012059101554269343,7.458785001486347e-81,0.024972002042276155,15.0
371,17.0,17,0.043132061510278985,4.52398178760621e-81,0.024723526470339388,17.0
372,13.0,13,0.02477434413836503,2.743933658164733e-81,0.02447752327165267,13.0
373,38.0,38,0.04397471253283373,1.664279891894355e-81,0.024233967845691113,38.0
374,22.0,22,0.026269261798181946,1.0094367807771534e-81,0.023992835836709175,22.0
375,11.0,11,0.004284871496201105,6.122543565829638e-82,0.023754103131304997,11.0
376,13.0,13,0.036025206371487276,3.713510388101989e-82,0.023517745856009107,13.0
377,11.0,11,0.04331485103377431,2.252357905545217e-82,0.023283740374897,11.0
378,10.0,10,0.0233280251303497,1.3661241263593057e-82,0.02305206328722557,10.0
379,12.0,12,0.005482273800545089,8.285961676100547e-83,0.02282269142509297,12.0
380,15.0,15,0.019975092016045432,5.025689801758863e-83,0.022595601851121864,15.0
381,11.0,11,0.023419507117867076,3.0482349509718567e-83,0.02237077185616559,11.0
382,23.0,23,0.027718249152682766,1.8488479557720672e-83,0.022148178957037315,23.0
383,10.0,10,0.03366588022236551,1.1213829703227856e-83,0.02192780089426161,10.0
384,14.0,14,0.02953418807593645,6.801531527803915e-84,0.02170961562984857,14.0
385,9.0,9,0.01066415458462399,4.125337404615185e-84,0.021493601345089923,9.0
386,17.0,17,0.00785073481230016,2.502143617558451e-84,0.02127973643837717,17.0
387,37.0,37,0.04111018928005702,1.5176268190534823e-84,0.021067999523041434,37.0
388,11.0,11,0.035504747397018435,9.20487195758094e-85,0.02085836942521472,11.0
389,12.0,12,0.024588303644005945,5.583037061001886e-85,0.020650825181712566,12.0
390,15.0,15,0.023893158857672656,3.386283151809556e-85,0.020445346037937653,15.0
391,25.0,25,0.014022535820649207,2.0538845540408258e-85,0.02024191144580439,25.0
392,11.0,11,0.02915816967948281,1.24574395353597e-85,0.020040501061684014,11.0
393,13.0,13,0.034584823604464424,7.555819019711961e-86,0.019841094744370288,13.0
394,13.0,13,0.03238954666388431,4.582835894695159e-86,0.019643672553065292,13.0
395,15.0,15,0.023370737156092048,2.779630478564191e-86,0.01944821474538539,15.0
396,21.0,21,0.006709813433397207,1.6859311079208818e-86,0.01925470177538692,21.0
397,14.0,14,0.025544442292474226,1.0225689071173033e-86,0.019063114291611637,14.0
398,10.0,10,0.02374655327912013,6.202193938354846e-87,0.018873433135151486,10.0
399,17.0,17,0.011645885491922378,3.761820781096061e-87,0.018685639337732773,17.0
400,17.0,17,0.02024941918848545,2.2816596400788878e-87,0.018499714119819242,17.0
401,15.0,15,0.011950583894186245,1.3838965267367376e-87,0.01831563888873418,15.0
402,14.0,14,0.020527714092040083,8.393756733356555e-88,0.018133395236801075,14.0
403,11.0,11,0.01615737775655975,5.09107080895011e-88,0.01795296493950285,11.0
404,21.0,21,0.020600840708460928,3.0878905363962403e-88,0.01777432995365944,21.0
405,11.0,11,0.029249496921869504,1.8729002841608093e-88,0.017597472415623393,11.0
406,12.0,12,0.015356726200706178,1.1359714449280343e-88,0.017422374639493515,12.0
407,33.0,33,0.015715078651872057,6.89001509906914e-89,0.017249019115346265,33.0
408,14.0,14,0.01694630774525214,4.179005403468411e-89,0.017077388507484793,14.0
409,14.0,14,0.015732372890916044,2.534694904308355e-89,0.01690746565270528,14.0
410,29.0,29,0.017742404730482487,1.5373701724803968e-89,0.016739233558580632,29.0
411,19.0,19,0.014235211086352912,9.324621449370601e-90,0.016572675401761255,19.0
412,24.0,24,0.007149144016642735,5.655668799257323e-90,0.016407774526292645,24.0
413,18.0,18,0.025921091552614326,3.4303365279297016e-90,0.01624451444194987,18.0
414,36.0,36,0.021642901723230776,2.080604277321546e-90,0.016082878822588433,36.0
415,26.0,26,0.001793808001523645,1.2619502849247644e-90,0.015922851504511698,26.0
416,12.0,12,0.02645795373907008,7.65411538839963e-91,0.015764416484854486,12.0
417,13.0,13,0.01756020326671017,4.642455656042647e-91,0.01560755791998283,13.0
418,12.0,12,0.014133035843621957,2.815791691746193e-91,0.015452260123909515,12.0
419,15.0,15,0.020621133643811095,1.7078639924081707e-91,0.015298507566725518,15.0
420,10.0,10,0.02467453030531625,1.0358718740147797e-91,0.01514628487304698,10.0
421,12.0,12,0.005292900962401818,6.282880511239462e-92,0.014995576820477703,12.0
422,20.0,20,0.025822725726242085,3.8107596613777184e-92,0.014846368338086832,20.0
423,16.0,16,0.02740087078713232,2.3113425714217192e-92,0.014698644504901784,16.0
424,22.0,22,0.021111750725283006,1.4019001346663099e-92,0.014552390548416123,22.0
425,9.0,9,0.012237296668550439,8.502954135303866e-93,0.01440759184311235,9.0
426,21.0,21,0.01674698566954063,5.1573023811921184e-93,0.014264233908999256,21.0
427,20.0,20,0.018611787300365147,3.1280620156019908e-93,0.014122302410163962,20.0
428,26.0,26,0.018004734986880013,1.8972655179451053e-93,0.013981783153338296,26.0
429,13.0,13,0.010547090689020574,1.1507497062492758e-93,0.013842662086479501,13.0
430,20.0,20,0.02090069370378082,6.979649784954924e-94,0.013704925297364945,20.0
431,13.0,13,0.01896138249923875,4.23337158863185e-94,0.013568559012200934,13.0
432,9.0,9,0.0034584808513345388,2.567669662461595e-94,0.013433549594245302,9.0
433,11.0,11,0.018560836628392294,1.5573703742969461e-94,0.013299883542443767,11.0
434,12.0,12,0.015506991378282705,9.445928805392374e-95,0.013167547490079751,12.0
435,13.0,13,0.017593410033729495,5.729245429933205e-95,0.013036528203437736,13.0
436,10.0,10,0.006826915661444974,3.474963010272977e-95,0.012906812580479862,10.0
437,23.0,23,0.007694947937335553,2.107671607097867e-95,0.01277838764953576,23.0
438,10.0,10,0.011508469726032661,1.2783674503106556e-95,0.012651240568005305,10.0
439,10.0,10,0.011396714093657974,7.753690529920792e-96,0.012525358621074385,10.0
440,21.0,21,0.016032950121186208,4.702851032320456e-96,0.012400729220443406,21.0
441,16.0,16,0.018076831991061026,2.852423339163565e-96,0.012277339903068436,16.0
442,14.0,14,0.008982405771058239,1.73008220968259e-96,0.012155178329914935,14.0
443,10.0,10,0.008944808002980564,1.0493479039958717e-96,0.012034232284723775,10.0
444,49.0,49,0.017096920147924008,6.364616764786853e-97,0.011914489672789647,49.0
445,14.0,14,0.015038143148232298,3.860335205164256e-97,0.011795938519751562,14.0
446,10.0,10,0.010474535227538138,2.3414116587001806e-97,0.011678566970395442,10.0
447,30.0,30,0.011189274296783139,1.4201379580102718e-97,0.011562363287468536,30.0
448,19.0,19,0.010009940664477354,8.613572125549222e-98,0.01144731585050571,19.0
449,13.0,13,0.009550861297399769,5.22439558379172e-98,0.011333413154667387,13.0
450,12.0,12,0.011761644224237231,3.1687561000369604e-98,0.011220643809589084,12.0
451,11.0,11,0.00823364506143407,1.921947727823849e-98,0.011108996538242306,11.0
452,12.0,12,0.010627076160002512,1.165720223290196e-98,0.010998460175806881,12.0
453,21.0,21,0.00677400019949924,7.070450560725609e-99,0.01088902366855444,21.0
454,13.0,13,0.005656406141868665,4.288445043062463e-99,0.010780676072743084,13.0
455,24.0,24,0.018250480633214966,2.601073401110048e-99,0.010673406553522925,24.0
456,12.0,12,0.004733149168639797,1.5776307659362607e-99,0.010567204383852655,12.0
457,10.0,10,0.0105680657811906,9.568814292462674e-100,0.010462058943426795,10.0
458,18.0,18,0.015382855164365218,5.803779245475061e-100,0.010357959717613696,18.0
459,9.0,9,0.017931689918121087,3.5201700545844787e-100,0.010254896296404022,9.0
460,13.0,13,0.007057727538472493,2.1350910655077805e-100,0.010152858373369763,13.0
461,9.0,9,0.01355507013802999,1.2949981925089835e-100,0.010051835744633576,9.0
462,15.0,15,0.009777099526363322,7.854561080291416e-101,0.01,15.0
463,21.0,21,0.012568787329817532,4.764032113782328e-101,0.01,21.0
464,16.0,16,0.010155179889740464,2.889531540864567e-101,0.01,16.0
465,22.0,22,0.011351391611419789,1.7525894717410477e-101,0.01,22.0
466,11.0,11,0.004562323962974242,1.0629992485005135e-101,0.01,11.0
467,12.0,12,0.006240546967584925,6.4474163546704995e-102,0.01,12.0
468,17.0,17,0.01276235219278515,3.910555695040321e-102,0.01,17.0
469,14.0,14,0.010474550000388603,2.371871925555801e-102,0.01,14.0
470,19.0,19,0.017456007270668226,1.4386130437612344e-102,0.01,19.0
471,34.0,34,0.015248201473689244,8.72562918503701e-103,0.01,34.0
472,47.0,47,0.01500682871742143,5.292361626008305e-103,0.01,47.0
473,21.0,21,0.01147168367319439,3.209979588460643e-103,0.01,21.0
474,21.0,21,0.013831394455654431,1.9469510374531212e-103,0.01,21.0
475,14.0,14,0.01139168129596464,1.1808854971746377e-103,0.01,14.0
476,16.0,16,0.006402887085561353,7.162432596464141e-104,0.01,16.0
477,18.0,18,0.011141733641302413,4.344234967880666e-104,0.01,18.0
478,13.0,13,0.010991336427244045,2.634911701015351e-104,0.01,13.0
479,34.0,34,0.002502689777204597,1.598154732301378e-104,0.01,34.0
480,12.0,12,0.013452443368959573,9.693298441056218e-105,0.01,12.0
481,13.0,13,0.006613656072916652,5.8792826982452694e-105,0.01,13.0
482,10.0,10,0.008375036568644688,3.565965213603775e-105,0.01,10.0
483,15.0,15,0.004874229153160103,2.1628672335193993e-105,0.01,15.0
484,29.0,29,0.010272456428895642,1.3118452900173596e-105,0.01,29.0
485,17.0,17,0.010835738347178077,7.9567438919514e-106,0.01,17.0
486,24.0,24,0.01455460721150022,4.826009121949749e-106,0.01,24.0
487,14.0,14,0.016878334803721817,2.927122496515368e-106,0.01,14.0
488,12.0,12,0.007596945067193525,1.7753895388711568e-106,0.01,12.0
489,11.0,11,0.009949806727215214,1.0768281882584307e-106,0.01,11.0
490,9.0,9,0.015208422473492099,6.531293114215458e-107,0.01,9.0
491,22.0,22,0.018512576067816096,3.961429521341682e-107,0.01,22.0
492,19.0,19,0.007024383762602069,2.402728460984472e-107,0.01,19.0
493,13.0,13,0.0022980911574559306,1.4573284785512322e-107,0.01,13.0
494,20.0,20,0.01307489840050739,8.839144035136872e-108,0.01,20.0
495,10.0,10,0.010894150790798526,5.361211862926555e-108,0.01,10.0
496,14.0,14,0.011017619636367727,3.2517393680800402e-108,0.01,14.0
497,27.0,27,0.007834705424330665,1.9722796241351285e-108,0.01,27.0
498,11.0,11,0.010082737698268347,1.1962480615644643e-108,0.01,11.0
499,34.0,34,0.017314799208212814,7.255611259606534e-109,0.01,34.0
500,18.0,18,0.007356990490454851,4.400750683907562e-109,0.01,18.0
